binning,run_number,source_period,target,beam_type,group,energy_low_gev,energy_high_gev,pol1,brem,pol2,pol1_net,pol2_net,total_net,status
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.17,1.2066666666666666,83494543.0,20987.681,104223174.0,83473555.319,104202186.319,187675741.638,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.2066666666666666,1.2433333333333332,82095658.0,19221.465,96318500.0,82076436.535,96299278.535,178375715.07,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.2433333333333332,1.28,65657698.0,16543.824,79319296.0,65641154.176,79302752.176,144943906.352,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.28,1.3166666666666667,88168952.0,15223.124,106578721.0,88153728.876,106563497.876,194717226.752,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.3166666666666667,1.3533333333333333,66375315.0,10713.15,66185651.0,66364601.85,66174937.85,132539539.7,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.3533333333333333,1.3900000000000001,67410668.0,8867.617,71838525.0,67401800.383,71829657.383,139231457.766,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.3900000000000001,1.4266666666666667,84516990.0,9637.300000000001,85891904.0,84507352.7,85882266.7,170389619.4,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.4266666666666667,1.4633333333333334,58902148.0,7616.864,66424575.0,58894531.136,66416958.136,125311489.272,valid
ajaka_cross_section,1331,1998_uv,P,UV,P_UV,1.4633333333333334,1.5,43258151.0,8955.500000000002,50167934.0,43249195.5,50158978.5,93408174.0,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,0.95,0.9866666666666666,61856750.0,19569.04,69532869.0,61837180.96,69513299.96,131350480.91999999,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,0.9866666666666666,1.0233333333333332,61565424.0,16079.989000000001,71561240.0,61549344.011,71545160.011,133094504.02200001,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.0233333333333332,1.06,66549034.0,15712.623,68542131.0,66533321.377,68526418.377,135059739.754,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.06,1.0966666666666667,65279125.0,14134.867999999999,74184240.0,65264990.132,74170105.132,139435095.264,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.0966666666666667,1.1333333333333333,80292049.0,15975.733,79442669.0,80276073.267,79426693.267,159702766.534,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.1333333333333333,1.17,88886816.0,17531.253999999997,100767920.0,88869284.746,100750388.746,189619673.492,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.17,1.2066666666666666,93715976.0,16180.758,97211948.0,93699795.242,97195767.242,190895562.484,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.2066666666666666,1.2433333333333332,94999284.0,13337.526,90847858.0,94985946.474,90834520.474,185820466.948,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.2433333333333332,1.28,101077980.0,13406.214,94950743.0,101064573.786,94937336.786,196001910.572,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.28,1.3166666666666667,139557932.0,15983.65,143475086.0,139541948.35,143459102.35,283001050.7,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.3166666666666667,1.3533333333333333,119560026.0,14856.487,117197490.0,119545169.513,117182633.513,236727803.026,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.3533333333333333,1.3900000000000001,129608878.0,13502.51,114649510.0,129595375.49,114636007.49,244231382.98,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.3900000000000001,1.4266666666666667,162016418.0,14106.211000000003,161190474.0,162002311.789,161176367.789,323178679.578,valid
