run_number,source_period,target,beam_type,group,classification_source,source_file
4609,2005_d2,D,UV,D_UV,manual,2005_d2/run4609.root
4610,2005_d2,D,UV,D_UV,manual,2005_d2/run4610.root
4611,2005_d2,D,UV,D_UV,manual,2005_d2/run4611.root
4612,2005_d2,D,UV,D_UV,manual,2005_d2/run4612.root
4613,2005_d2,D,UV,D_UV,manual,2005_d2/run4613.root
4614,2005_d2,D,UV,D_UV,manual,2005_d2/run4614.root
4615,2005_d2,D,UV,D_UV,manual,2005_d2/run4615.root
4616,2005_d2,D,UV,D_UV,manual,2005_d2/run4616.root
4617,2005_d2,D,UV,D_UV,manual,2005_d2/run4617.root
4619,2005_d2,D,UV,D_UV,manual,2005_d2/run4619.root
4620,2005_d2,D,UV,D_UV,manual,2005_d2/run4620.root
4621,2005_d2,D,UV,D_UV,manual,2005_d2/run4621.root
4622,2005_d2,D,UV,D_UV,manual,2005_d2/run4622.root
4623,2005_d2,D,UV,D_UV,manual,2005_d2/run4623.root
4624,2005_d2,D,UV,D_UV,manual,2005_d2/run4624.root
4626,2005_d2,D,UV,D_UV,manual,2005_d2/run4626.root
4627,2005_d2,D,UV,D_UV,manual,2005_d2/run4627.root
4629,2005_d2,D,UV,D_UV,manual,2005_d2/run4629.root
4631,2005_d2,D,UV,D_UV,manual,2005_d2/run4631.root
4632,2005_d2,D,UV,D_UV,manual,2005_d2/run4632.root
4633,2005_d2,D,UV,D_UV,manual,2005_d2/run4633.root
4634,2005_d2,D,UV,D_UV,manual,2005_d2/run4634.root
4635,2005_d2,D,UV,D_UV,manual,2005_d2/run4635.root
4636,2005_d2,D,UV,D_UV,manual,2005_d2/run4636.root
4637,2005_d2,D,UV,D_UV,manual,2005_d2/run4637.root
4638,2005_d2,D,UV,D_UV,manual,2005_d2/run4638.root
4639,2005_d2,D,UV,D_UV,manual,2005_d2/run4639.root
4640,2005_d2,D,UV,D_UV,manual,2005_d2/run4640.root
4641,2005_d2,D,UV,D_UV,manual,2005_d2/run4641.root
4643,2005_d2,D,UV,D_UV,manual,2005_d2/run4643.root
4644,2005_d2,D,UV,D_UV,manual,2005_d2/run4644.root
4645,2005_d2,D,UV,D_UV,manual,2005_d2/run4645.root
4646,2005_d2,D,UV,D_UV,manual,2005_d2/run4646.root
4647,2005_d2,D,UV,D_UV,manual,2005_d2/run4647.root
4648,2005_d2,D,UV,D_UV,manual,2005_d2/run4648.root
4649,2005_d2,D,UV,D_UV,manual,2005_d2/run4649.root
4650,2005_d2,D,UV,D_UV,manual,2005_d2/run4650.root
4651,2005_d2,D,UV,D_UV,manual,2005_d2/run4651.root
4652,2005_d2,D,UV,D_UV,manual,2005_d2/run4652.root
4653,2005_d2,D,UV,D_UV,manual,2005_d2/run4653.root
4656,2005_d2,D,UV,D_UV,manual,2005_d2/run4656.root
4657,2005_d2,D,UV,D_UV,manual,2005_d2/run4657.root
4658,2005_d2,D,UV,D_UV,manual,2005_d2/run4658.root
4659,2005_d2,D,UV,D_UV,manual,2005_d2/run4659.root
4660,2005_d2,D,UV,D_UV,manual,2005_d2/run4660.root
4662,2005_d2,D,UV,D_UV,manual,2005_d2/run4662.root
4664,2005_d2,D,UV,D_UV,manual,2005_d2/run4664.root
4665,2005_d2,D,UV,D_UV,manual,2005_d2/run4665.root
4667,2005_d2,D,UV,D_UV,manual,2005_d2/run4667.root
4668,2005_d2,D,UV,D_UV,manual,2005_d2/run4668.root
4670,2005_d2,D,UV,D_UV,manual,2005_d2/run4670.root
4673,2005_d2,D,UV,D_UV,manual,2005_d2/run4673.root
4675,2005_d2,D,UV,D_UV,manual,2005_d2/run4675.root
4678,2005_d2,D,UV,D_UV,manual,2005_d2/run4678.root
4680,2005_d2,D,UV,D_UV,manual,2005_d2/run4680.root
4681,2005_d2,D,UV,D_UV,manual,2005_d2/run4681.root
4683,2005_d2,D,UV,D_UV,manual,2005_d2/run4683.root
4684,2005_d2,D,UV,D_UV,manual,2005_d2/run4684.root
4685,2005_d2,D,UV,D_UV,manual,2005_d2/run4685.root
4686,2005_d2,D,UV,D_UV,manual,2005_d2/run4686.root
4687,2005_d2,D,UV,D_UV,manual,2005_d2/run4687.root
4688,2005_d2,D,UV,D_UV,manual,2005_d2/run4688.root
4689,2005_d2,D,UV,D_UV,manual,2005_d2/run4689.root
4690,2005_d2,D,UV,D_UV,manual,2005_d2/run4690.root
4691,2005_d2,D,UV,D_UV,manual,2005_d2/run4691.root
4692,2005_d2,D,UV,D_UV,manual,2005_d2/run4692.root
4693,2005_d2,D,UV,D_UV,manual,2005_d2/run4693.root
4694,2005_d2,D,UV,D_UV,manual,2005_d2/run4694.root
4695,2005_d2,D,UV,D_UV,manual,2005_d2/run4695.root
4696,2005_d2,D,UV,D_UV,manual,2005_d2/run4696.root
4697,2005_d2,D,UV,D_UV,manual,2005_d2/run4697.root
4698,2005_d2,D,UV,D_UV,manual,2005_d2/run4698.root
4699,2005_d2,D,UV,D_UV,manual,2005_d2/run4699.root
4700,2005_d2,D,UV,D_UV,manual,2005_d2/run4700.root
4701,2005_d2,D,UV,D_UV,manual,2005_d2/run4701.root
4702,2005_d2,D,UV,D_UV,manual,2005_d2/run4702.root
4705,2005_d2,D,UV,D_UV,manual,2005_d2/run4705.root
4706,2005_d2,D,UV,D_UV,manual,2005_d2/run4706.root
4707,2005_d2,D,UV,D_UV,manual,2005_d2/run4707.root
4708,2005_d2,D,UV,D_UV,manual,2005_d2/run4708.root
4709,2005_d2,D,UV,D_UV,manual,2005_d2/run4709.root
4710,2005_d2,D,UV,D_UV,manual,2005_d2/run4710.root
4711,2005_d2,D,UV,D_UV,manual,2005_d2/run4711.root
4712,2005_d2,D,UV,D_UV,manual,2005_d2/run4712.root
4713,2005_d2,D,UV,D_UV,manual,2005_d2/run4713.root
4714,2005_d2,D,UV,D_UV,manual,2005_d2/run4714.root
4716,2005_d2,D,UV,D_UV,manual,2005_d2/run4716.root
4717,2005_d2,D,UV,D_UV,manual,2005_d2/run4717.root
4719,2005_d2,D,UV,D_UV,manual,2005_d2/run4719.root
4720,2005_d2,D,UV,D_UV,manual,2005_d2/run4720.root
4722,2005_d2,D,UV,D_UV,manual,2005_d2/run4722.root
4723,2005_d2,D,UV,D_UV,manual,2005_d2/run4723.root
4724,2005_d2,D,UV,D_UV,manual,2005_d2/run4724.root
4726,2005_d2,D,UV,D_UV,manual,2005_d2/run4726.root
4727,2005_d2,D,UV,D_UV,manual,2005_d2/run4727.root
4728,2005_d2,D,UV,D_UV,manual,2005_d2/run4728.root
4730,2005_d2,D,UV,D_UV,manual,2005_d2/run4730.root
4731,2005_d2,D,UV,D_UV,manual,2005_d2/run4731.root
4732,2005_d2,D,UV,D_UV,manual,2005_d2/run4732.root
4733,2005_d2,D,UV,D_UV,manual,2005_d2/run4733.root
4734,2005_d2,D,UV,D_UV,manual,2005_d2/run4734.root
4735,2005_d2,D,UV,D_UV,manual,2005_d2/run4735.root
4736,2005_d2,D,UV,D_UV,manual,2005_d2/run4736.root
4737,2005_d2,D,UV,D_UV,manual,2005_d2/run4737.root
4739,2005_d2,D,UV,D_UV,manual,2005_d2/run4739.root
4740,2005_d2,D,UV,D_UV,manual,2005_d2/run4740.root
4741,2005_d2,D,UV,D_UV,manual,2005_d2/run4741.root
4743,2005_d2,D,UV,D_UV,manual,2005_d2/run4743.root
4744,2005_d2,D,UV,D_UV,manual,2005_d2/run4744.root
4745,2005_d2,D,UV,D_UV,manual,2005_d2/run4745.root
4746,2005_d2,D,UV,D_UV,manual,2005_d2/run4746.root
4747,2005_d2,D,UV,D_UV,manual,2005_d2/run4747.root
4749,2005_d2,D,UV,D_UV,manual,2005_d2/run4749.root
4750,2005_d2,D,UV,D_UV,manual,2005_d2/run4750.root
4752,2005_d2,D,UV,D_UV,manual,2005_d2/run4752.root
4753,2005_d2,D,UV,D_UV,manual,2005_d2/run4753.root
4754,2005_d2,D,UV,D_UV,manual,2005_d2/run4754.root
4755,2005_d2,D,UV,D_UV,manual,2005_d2/run4755.root
4756,2005_d2,D,UV,D_UV,manual,2005_d2/run4756.root
4757,2005_d2,D,UV,D_UV,manual,2005_d2/run4757.root
4760,2005_d2,D,UV,D_UV,manual,2005_d2/run4760.root
4761,2005_d2,D,UV,D_UV,manual,2005_d2/run4761.root
4762,2005_d2,D,UV,D_UV,manual,2005_d2/run4762.root
4764,2005_d2,D,UV,D_UV,manual,2005_d2/run4764.root
4765,2005_d2,D,UV,D_UV,manual,2005_d2/run4765.root
4766,2005_d2,D,UV,D_UV,manual,2005_d2/run4766.root
4767,2005_d2,D,UV,D_UV,manual,2005_d2/run4767.root
4768,2005_d2,D,UV,D_UV,manual,2005_d2/run4768.root
4769,2005_d2,D,UV,D_UV,manual,2005_d2/run4769.root
4770,2005_d2,D,UV,D_UV,manual,2005_d2/run4770.root
4771,2005_d2,D,UV,D_UV,manual,2005_d2/run4771.root
4772,2005_d2,D,UV,D_UV,manual,2005_d2/run4772.root
4773,2005_d2,D,UV,D_UV,manual,2005_d2/run4773.root
4774,2005_d2,D,UV,D_UV,manual,2005_d2/run4774.root
4775,2005_d2,D,UV,D_UV,manual,2005_d2/run4775.root
4776,2005_d2,D,UV,D_UV,manual,2005_d2/run4776.root
4777,2005_d2,D,UV,D_UV,manual,2005_d2/run4777.root
4778,2005_d2,D,UV,D_UV,manual,2005_d2/run4778.root
4779,2005_d2,D,UV,D_UV,manual,2005_d2/run4779.root
4781,2005_d2,D,UV,D_UV,manual,2005_d2/run4781.root
4782,2005_d2,D,UV,D_UV,manual,2005_d2/run4782.root
4783,2005_d2,D,UV,D_UV,manual,2005_d2/run4783.root
4784,2005_d2,D,UV,D_UV,manual,2005_d2/run4784.root
4785,2005_d2,D,UV,D_UV,manual,2005_d2/run4785.root
4786,2005_d2,D,UV,D_UV,manual,2005_d2/run4786.root
4787,2005_d2,D,UV,D_UV,manual,2005_d2/run4787.root
4788,2005_d2,D,UV,D_UV,manual,2005_d2/run4788.root
4789,2005_d2,D,UV,D_UV,manual,2005_d2/run4789.root
4790,2005_d2,D,UV,D_UV,manual,2005_d2/run4790.root
4791,2005_d2,D,UV,D_UV,manual,2005_d2/run4791.root
4797,2006_d,D,UV,D_UV,manual,2006_d/run4797.root
4798,2006_d,D,UV,D_UV,manual,2006_d/run4798.root
4799,2006_d,D,UV,D_UV,manual,2006_d/run4799.root
4800,2006_d,D,UV,D_UV,manual,2006_d/run4800.root
4801,2006_d,D,UV,D_UV,manual,2006_d/run4801.root
4802,2006_d,D,UV,D_UV,manual,2006_d/run4802.root
4803,2006_d,D,UV,D_UV,manual,2006_d/run4803.root
4804,2006_d,D,UV,D_UV,manual,2006_d/run4804.root
4805,2006_d,D,UV,D_UV,manual,2006_d/run4805.root
4806,2006_d,D,UV,D_UV,manual,2006_d/run4806.root
4807,2006_d,D,UV,D_UV,manual,2006_d/run4807.root
4808,2006_d,D,UV,D_UV,manual,2006_d/run4808.root
4810,2006_d,D,UV,D_UV,manual,2006_d/run4810.root
4811,2006_d,D,UV,D_UV,manual,2006_d/run4811.root
4812,2006_d,D,UV,D_UV,manual,2006_d/run4812.root
4813,2006_d,D,UV,D_UV,manual,2006_d/run4813.root
4814,2006_d,D,UV,D_UV,manual,2006_d/run4814.root
4815,2006_d,D,UV,D_UV,manual,2006_d/run4815.root
4816,2006_d,D,UV,D_UV,manual,2006_d/run4816.root
4817,2006_d,D,UV,D_UV,manual,2006_d/run4817.root
4818,2006_d,D,UV,D_UV,manual,2006_d/run4818.root
4819,2006_d,D,UV,D_UV,manual,2006_d/run4819.root
4820,2006_d,D,UV,D_UV,manual,2006_d/run4820.root
4821,2006_d,D,UV,D_UV,manual,2006_d/run4821.root
4822,2006_d,D,UV,D_UV,manual,2006_d/run4822.root
4823,2006_d,D,UV,D_UV,manual,2006_d/run4823.root
4824,2006_d,D,UV,D_UV,manual,2006_d/run4824.root
4825,2006_d,D,UV,D_UV,manual,2006_d/run4825.root
4826,2006_d,D,UV,D_UV,manual,2006_d/run4826.root
4827,2006_d,D,UV,D_UV,manual,2006_d/run4827.root
4828,2006_d,D,UV,D_UV,manual,2006_d/run4828.root
4829,2006_d,D,UV,D_UV,manual,2006_d/run4829.root
4830,2006_d,D,UV,D_UV,manual,2006_d/run4830.root
4831,2006_d,D,UV,D_UV,manual,2006_d/run4831.root
4832,2006_d,D,UV,D_UV,manual,2006_d/run4832.root
4833,2006_d,D,UV,D_UV,manual,2006_d/run4833.root
4834,2006_d,D,UV,D_UV,manual,2006_d/run4834.root
4838,2006_d,D,UV,D_UV,manual,2006_d/run4838.root
4839,2006_d,D,UV,D_UV,manual,2006_d/run4839.root
4840,2006_d,D,UV,D_UV,manual,2006_d/run4840.root
4841,2006_d,D,UV,D_UV,manual,2006_d/run4841.root
4842,2006_d,D,UV,D_UV,manual,2006_d/run4842.root
4845,2006_d,D,UV,D_UV,manual,2006_d/run4845.root
4846,2006_d,D,UV,D_UV,manual,2006_d/run4846.root
4847,2006_d,D,UV,D_UV,manual,2006_d/run4847.root
4848,2006_d,D,UV,D_UV,manual,2006_d/run4848.root
4849,2006_d,D,UV,D_UV,manual,2006_d/run4849.root
4850,2006_d,D,UV,D_UV,manual,2006_d/run4850.root
4851,2006_d,D,UV,D_UV,manual,2006_d/run4851.root
4852,2006_d,D,UV,D_UV,manual,2006_d/run4852.root
4853,2006_d,D,UV,D_UV,manual,2006_d/run4853.root
4854,2006_d,D,UV,D_UV,manual,2006_d/run4854.root
4855,2006_d,D,UV,D_UV,manual,2006_d/run4855.root
4856,2006_d,D,UV,D_UV,manual,2006_d/run4856.root
4857,2006_d,D,UV,D_UV,manual,2006_d/run4857.root
4858,2006_d,D,UV,D_UV,manual,2006_d/run4858.root
4859,2006_d,D,UV,D_UV,manual,2006_d/run4859.root
4860,2006_d,D,UV,D_UV,manual,2006_d/run4860.root
4861,2006_d,D,UV,D_UV,manual,2006_d/run4861.root
4862,2006_d,D,UV,D_UV,manual,2006_d/run4862.root
4863,2006_d,D,UV,D_UV,manual,2006_d/run4863.root
4864,2006_d,D,UV,D_UV,manual,2006_d/run4864.root
4865,2006_d,D,UV,D_UV,manual,2006_d/run4865.root
4866,2006_d,D,UV,D_UV,manual,2006_d/run4866.root
4867,2006_d,D,UV,D_UV,manual,2006_d/run4867.root
4868,2006_d,D,UV,D_UV,manual,2006_d/run4868.root
4869,2006_d,D,UV,D_UV,manual,2006_d/run4869.root
4870,2006_d,D,UV,D_UV,manual,2006_d/run4870.root
4871,2006_d,D,UV,D_UV,manual,2006_d/run4871.root
4872,2006_d,D,UV,D_UV,manual,2006_d/run4872.root
4873,2006_d,D,UV,D_UV,manual,2006_d/run4873.root
4874,2006_d,D,UV,D_UV,manual,2006_d/run4874.root
4875,2006_d,D,UV,D_UV,manual,2006_d/run4875.root
4876,2006_d,D,UV,D_UV,manual,2006_d/run4876.root
4877,2006_d,D,UV,D_UV,manual,2006_d/run4877.root
4878,2006_d,D,UV,D_UV,manual,2006_d/run4878.root
4879,2006_d,D,UV,D_UV,manual,2006_d/run4879.root
4880,2006_d,D,UV,D_UV,manual,2006_d/run4880.root
4881,2006_d,D,UV,D_UV,manual,2006_d/run4881.root
4882,2006_d,D,UV,D_UV,manual,2006_d/run4882.root
4883,2006_d,D,UV,D_UV,manual,2006_d/run4883.root
4884,2006_d,D,UV,D_UV,manual,2006_d/run4884.root
4885,2006_d,D,UV,D_UV,manual,2006_d/run4885.root
4886,2006_d,D,UV,D_UV,manual,2006_d/run4886.root
4887,2006_d,D,UV,D_UV,manual,2006_d/run4887.root
4888,2006_d,D,UV,D_UV,manual,2006_d/run4888.root
4889,2006_d,D,UV,D_UV,manual,2006_d/run4889.root
4890,2006_d,D,UV,D_UV,manual,2006_d/run4890.root
4891,2006_d,D,UV,D_UV,manual,2006_d/run4891.root
4892,2006_d,D,UV,D_UV,manual,2006_d/run4892.root
4893,2006_d,D,UV,D_UV,manual,2006_d/run4893.root
4894,2006_d,D,UV,D_UV,manual,2006_d/run4894.root
4895,2006_d,D,UV,D_UV,manual,2006_d/run4895.root
4896,2006_d,D,UV,D_UV,manual,2006_d/run4896.root
4897,2006_d,D,UV,D_UV,manual,2006_d/run4897.root
4898,2006_d,D,UV,D_UV,manual,2006_d/run4898.root
4899,2006_d,D,UV,D_UV,manual,2006_d/run4899.root
4900,2006_d,D,UV,D_UV,manual,2006_d/run4900.root
4901,2006_d,D,UV,D_UV,manual,2006_d/run4901.root
4902,2006_d,D,UV,D_UV,manual,2006_d/run4902.root
4903,2006_d,D,UV,D_UV,manual,2006_d/run4903.root
4904,2006_d,D,UV,D_UV,manual,2006_d/run4904.root
4905,2006_d,D,UV,D_UV,manual,2006_d/run4905.root
4906,2006_d,D,UV,D_UV,manual,2006_d/run4906.root
4907,2006_d,D,UV,D_UV,manual,2006_d/run4907.root
4908,2006_d,D,UV,D_UV,manual,2006_d/run4908.root
4909,2006_d,D,UV,D_UV,manual,2006_d/run4909.root
4910,2006_d,D,UV,D_UV,manual,2006_d/run4910.root
4911,2006_d,D,UV,D_UV,manual,2006_d/run4911.root
4912,2006_d,D,UV,D_UV,manual,2006_d/run4912.root
4913,2006_d,D,UV,D_UV,manual,2006_d/run4913.root
4914,2006_d,D,UV,D_UV,manual,2006_d/run4914.root
5000,2006_d,D,UV,D_UV,manual,2006_d/run5000.root
5001,2006_d,D,UV,D_UV,manual,2006_d/run5001.root
5003,2006_d,D,UV,D_UV,manual,2006_d/run5003.root
5005,2006_d,D,UV,D_UV,manual,2006_d/run5005.root
5006,2006_d,D,UV,D_UV,manual,2006_d/run5006.root
5007,2006_d,D,UV,D_UV,manual,2006_d/run5007.root
5008,2006_d,D,UV,D_UV,manual,2006_d/run5008.root
5009,2006_d,D,UV,D_UV,manual,2006_d/run5009.root
5010,2006_d,D,UV,D_UV,manual,2006_d/run5010.root
5011,2006_d,D,UV,D_UV,manual,2006_d/run5011.root
5012,2006_d,D,UV,D_UV,manual,2006_d/run5012.root
5013,2006_d,D,UV,D_UV,manual,2006_d/run5013.root
5014,2006_d,D,UV,D_UV,manual,2006_d/run5014.root
5015,2006_d,D,UV,D_UV,manual,2006_d/run5015.root
5016,2006_d,D,UV,D_UV,manual,2006_d/run5016.root
5017,2006_d,D,UV,D_UV,manual,2006_d/run5017.root
5018,2006_d,D,UV,D_UV,manual,2006_d/run5018.root
